@relation 'data/final_8020_mylyn.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-3,6-16,18-24,27-29,31-34,36-52,55-59,63-82,84-91,93-107,109-113'

@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute LOC_ADDED numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute WEIGHTD_AGE numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute REFACTORINGS numeric
@attribute class {buggy,clean}

@data
6,123,0,0,12,0,0,0,2,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
4,56,39,4.8,5,23,30.282051,10,2,2,17,24,4.6,22,0,clean
1,23,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
3,56,15,3.25,4,12,51.133335,1,2,0.25,2,13,3,13,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
8,50,0,0,22,0,0,0,2,0,0,0,0,0,1,clean
20,24,0,0,41,0,0,0,4,0,0,0,0,0,3,clean
3,114,0,0,7,0,0,0,2,0,0,0,0,0,0,clean
0,46,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
2,46,0,0,5,0,0,0,1,0,0,0,0,0,0,buggy
5,73,15,1.4,5,7,61.133335,1,2,0.2,2,7,1.4,13,0,clean
6,126,0,0,12,0,0,0,2,0,0,0,0,0,0,clean
8,120,26,0.583333,12,7,73.57692,25,2,2.083333,60,7,0.583333,-34,0,clean
2,30,0,0,23,0,0,0,2,0,0,0,0,0,0,buggy
3,56,42,9,4,32,46.357143,4,2,1,11,36,8,31,0,clean
3,56,53,4.571429,7,32,31.396227,18,2,2.571429,21,32,4.571429,32,0,clean
79,3,0,0,197,0,0,0,4,0,0,0,0,0,5,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
5,86,0,0,5,0,0,0,2,0,0,0,0,0,0,clean
8,163,0,0,15,0,0,0,2,0,0,0,0,0,0,clean
1,30,15,7.5,2,3,19,12,1,6,12,15,1.5,3,0,clean
7,90,0,0,22,0,0,0,2,0,0,0,0,0,0,buggy
7,2,0,0,39,0,0,0,3,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
8,114,0,0,31,0,0,0,3,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
12,24,0,0,25,0,0,0,3,0,0,0,0,0,0,buggy
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
5,81,0,0,9,0,0,0,3,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
7,77,100,4,14,6,57.009998,50,2,3.571429,89,56,0.428571,11,0,clean
4,37,108,8.888889,9,80,12.203704,8,1,0.888889,10,80,8.888889,98,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
2,27,9,1.333333,6,4,5.888889,4,1,0.666667,5,8,0.666667,4,0,clean
1,13,0,0,3,0,0,0,2,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
1,13,0,0,3,0,0,0,2,0,0,0,0,0,0,clean
1,33,1,0.5,2,0,32,1,1,0.5,1,1,0,0,0,clean
1,33,5,1,4,4,23.200001,1,1,0.25,1,4,1,4,0,clean
9,56,104,2.714286,14,17,44.66346,21,2,1.5,51,38,1.214286,53,0,clean
17,132,0,0,42,0,0,0,3,0,0,0,0,0,0,clean
4,69,66,2.333333,9,14,62.454544,34,2,3.777778,63,21,1.555556,3,1,clean
2,33,3,0.25,4,1,28.666666,1,1,0.25,2,1,0.25,1,0,clean
10,116,0,0,21,0,0,0,2,0,0,0,0,0,0,buggy
7,63,0,0,8,0,0,0,2,0,0,0,0,0,0,clean
8,63,0,0,11,0,0,0,2,0,0,0,0,0,0,clean
6,69,0,0,6,0,0,0,2,0,0,0,0,0,0,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
4,81,0,0,6,0,0,0,3,0,0,0,0,0,0,clean
33,21,0,0,66,0,0,0,4,0,0,0,0,0,0,buggy
18,24,0,0,32,0,0,0,3,0,0,0,0,0,1,clean
10,163,0,0,15,0,0,0,2,0,0,0,0,0,0,clean
5,24,0,0,17,0,0,0,3,0,0,0,0,0,0,clean
33,52,0,0,72,0,0,0,3,0,0,0,0,0,3,buggy
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
16,24,0,0,42,0,0,0,4,0,0,0,0,0,4,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
6,116,0,0,22,0,0,0,2,0,0,0,0,0,1,clean
4,104,0,0,5,0,0,0,2,0,0,0,0,0,0,clean
12,105,244,3.777778,18,62,75.032784,59,4,3.277778,137,68,3.444444,107,0,clean
2,56,3,1.5,2,0,54,3,1,1.5,3,3,0,0,0,clean
12,117,273,4.148148,27,27,77.886444,96,4,3.555556,230,112,1,43,0,clean
17,5,0,0,30,0,0,0,3,0,0,0,0,0,0,clean
8,111,0,0,10,0,0,0,3,0,0,0,0,0,0,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
7,109,0,0,21,0,0,0,3,0,0,0,0,0,0,buggy
11,24,0,0,21,0,0,0,3,0,0,0,0,0,0,buggy
15,74,0,0,24,0,0,0,4,0,0,0,0,0,1,clean
19,116,0,0,37,0,0,0,3,0,0,0,0,0,1,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
15,134,0,0,28,0,0,0,3,0,0,0,0,0,2,clean
17,116,0,0,39,0,0,0,2,0,0,0,0,0,2,clean
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
8,1,0,0,30,0,0,0,3,0,0,0,0,0,1,clean
42,113,0,0,90,0,0,0,3,0,0,0,0,0,2,buggy
0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
23,131,0,0,49,0,0,0,3,0,0,0,0,0,1,clean
14,42,0,0,41,0,0,0,2,0,0,0,0,0,0,clean
47,24,0,0,102,0,0,0,3,0,0,0,0,0,2,buggy
2,49,0,0,6,0,0,0,2,0,0,0,0,0,0,clean
11,126,0,0,28,0,0,0,3,0,0,0,0,0,0,clean
10,126,0,0,24,0,0,0,3,0,0,0,0,0,0,clean
34,23,0,0,83,0,0,0,4,0,0,0,0,0,0,buggy
11,126,0,0,22,0,0,0,3,0,0,0,0,0,0,clean
